Gene,GSM3574340,GSM3574341,GSM3574342,GSM3574343,GSM3574344,GSM3574345,GSM3574346,GSM3574347,GSM3574348,GSM3574349,GSM3574350,GSM3574351,GSM3574352,GSM3574353,GSM3574354,GSM3574355,Symbol
Npffr1,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,Npffr1
Lrrc20,727.0002,754,204,738,495.9996,1957.9984,437.0003,213.99955,1787.996,702.0001,103,59,121,215.9997,434.9999,55,Lrrc20
Pald1,342,356,114,378.0001,218.9995,1089,258,104,1135,294,64,34,62.99999,102,163.9999,26.00005,Pald1
Prf1,96,75,69,78,82,317,53,39,177,71,25,36,46,47,89,12,Prf1
Adamts14,43,63,4,35,21,181,8,9,128.99968,16,0,1,1,11,8,3,Adamts14
Tbata,2,0,0,4,3,3,0,0,5,0,0,0,0,2,1,0,Tbata
Sgpl1,862.9998,858.0004,504,1032.9953,867.0004,1160.001,472.0004,478.0004,1164.002,909,322.9998,298.0003,350.0002,367.9999,590.0002,86,Sgpl1
Unc5b,587.985,639.126,240.186,758.51,565.727,2926.51,356.317,238.322,2368.36,494.583,115.421,141.394,170.869,154.359,268.291,54.0913,Unc5b
Slc29a3,138.241,176.661,52.174,215.103,122.168,502.275,103,71.1338,462.063,153.048,38,23.0001,52.1208,47,93.2968,9,Slc29a3
Vsir,244,200,75,264,163,806,145,101,823,169,48,27,35,74,184,12,Vsir
Psap,10612,11694,3373,11846,8292,37562,8659,4672,35931,10009,1883,1496,2263,3281,7449,1548,Psap
Chst3,117.38,124.191,50.1222,158.908,101.738,198.315,118.488,52.1276,210.404,144.167,29.1521,15.0263,32.1086,55.1634,48.1024,15.0738,Chst3
Anapc16,751,796,429,999,607,1074,426,431,950,772,303,205,304,353,390,101,Anapc16
Marcks,1052,953,953.971,2566,1884.96,1648,588,1062,925.755,1470,1272,1324.97,1072,827.955,625,192,Marcks
Calhm4,5,8,3,9,1,10,0,0,4,6,2,0,0,0,5,11,Calhm4
Cdc40,711.99943,701.00011,445.0002,930.00052,683.0001,1018.0001,436,441.0005,802.0001,753.00018,309.9997,284.99978,349.9996,387.00033,529,90.00000846946,Cdc40
Ddo,42,45,14,51,27,107,18,10,77,32,1,1,3,5,8,14,Ddo
Cdk19,1161,1220,790,1573,1571,2097,822,846,2020,1602,627,521,675,893,1027,175,Cdk19
Amd1,4523,5109,3767,6916,5023,5340,3156,3779,5754,6563,2953,2302,3238,4782,3615,804,Amd1
Gtf3c6,492,655,378,892,544,920,323,432,816,701,244,223,304,378,408,106,Gtf3c6
Rpf2,347,418.997,267,682.987,367,349,125.965,322,309,419,167,173,215,245,201,69,Rpf2
Slc16a10,139,140,103,178,148,338.9999,101,90,231.0003,182,64,76,97,97,129,18,Slc16a10
Mfsd4b2l1,8.52563,15,8.75088,21.8263,13.8312,22.9505,7,7,27.1965,17,4,0,8,4,12.0601,0,Mfsd4b2l1
Naglt1,23.4056,31.1846,17.457,42.9153,30.1099,67.2437,31.5091,15.1432,38.418,1.3811,28.467,8.23127,19.7254,25.7953,10.8355,8.13856,Naglt1
Rev3l,1536.450659,1698.092,1506.3521956,2116.377982,1922.117,2064.051,868.092828,1351.326,1598.308,1980.372,1096.129258,1118.998494,1256.386888,1438.340108,1235.451932,284.99954,Rev3l
Traf3ip2,76,103,37,87,86,278,54,41,227,56,22,21,37,33,63,4,Traf3ip2
Fyn,1424,1432.9978,935,2096,1542.998,2995.9952,925,933.9994,2557.0048,1588.00303,473.0001,406.0006,458.0001,521,937.9993,220.99961,Fyn
Ccn6,0,0,0,2.05407,0,0,0,0,1.45927,12.5689,1.99374,0,0,0,0,0,Ccn6
Tube1,91,78,30,101.946,56,190,25,50,157.541,59.4311,16.0063,24,35,26,42,9,Tube1
Lama4,6372,6180,2906,7527,5816,11369,3771,3120,9075,5662,1538,1351,1722,2079,2548,705,Lama4
Hdac2,3062,3283,2615,5630,3702,3473,1592,2692,3064,3734,2032,2220,2081,2732,2126,404,Hdac2
Hs3st5,432,543,428,753,440,477,175,267,627,681,207,192,262,355,345,72,Hs3st5
Pcdh15,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Pcdh15
Jpt2l1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Jpt2l1
Ipmk,425.069,501.384,283.287,618.443,512.885,773.081,221,329.025,794.324,632.174,231.145,232.153,271.246,305.226,314.221,89,Ipmk
Cisd1,3530,3954,1488,4923,2399,6598,2110,1674,5411,3111,819,806,1126,1377,2356,435,Cisd1
Ube2d1,1161,1350,1038,2155,1520,1861,888,1084,1447,1775,750,768,849,859,1051,245,Ube2d1
Tfam,1708,1690,1238,2765,1891,1907,1050,1322,1718,2057,1029,973,1129,1322,1455,210,Tfam
Bicc1,1223.0023,1070.0019,888.9999,1513.0002,1335.0011,2651.003,810.0003,1180.0027,2408,1895.001,853.0001,803,888.0002,936.9997,1036.9995,183.9999,Bicc1
Mdga2,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,Mdga2
Dynlt2b-ps1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dynlt2b-ps1
Cdk1,202.9999,141.9999,105.00004,320.9999,82.99996,144.99959,36,56,72.99996,89,16,15,25,19,10,3,Cdk1
Rhobtb1,622.779,1297.26,441.336,813.41,1060.69,2371.3939,747,741.329,4165.662,1729.3,683.951,318.952,546,1468.63,1412.69,318,Rhobtb1
Cabcoco1,1222,1494,743,1724,1175,1842,787,731,1682,1394,650,755,720,849,946,184,Cabcoco1
Rtkn2,21.00005,9,14,14,16.99996,28,5,14,23.99996,29.07833,8,9,11,8,9,0,Rtkn2
Zfp365,64.8224,46.6,24.2561,60.6668,54.3395,97.4126,81.147,24.0613,105.559,56.6351,14.084,17.0789,30.2151,30.2416,31.1658,1.00287,Zfp365
Egr2,28,16,13,16,25,62,4,8,37,24,13,3,29,13,6,0,Egr2
Nrbf2,196.925,247.532,197,275.21,262,398.82,148,149,358.269,248.789,137,147,146,196,123,5,Nrbf2
Reep3,2031,2065,1576,2645,2862,2914,1145,1743,2376,2968,1592,1514,1475,1773,1645,270,Reep3
Jmjd1c,2492,2488,1747,2690,3096,3532,1430,1826,3091,2731,1361,1302,1410,1874,1836,347,Jmjd1c
Nr5a2,7,7,12,9,4,17,0,11,2,11,3,8,1,2,4,0,Nr5a2
Ptprc,792.84070006467,817.2183471,756.75019143,1142.6071,1136.148015,1135.080459896,725.524717098,841.388,1041.3637,1084.2752,794.241459947,708.348005169642,678.1603122561,1008.0923,820.1236,169.0000296323,Ptprc
Nek7,897,1097,881,1201,1271,1239,641,827,1285,1383,759,756,716,956,909,217.0005,Nek7
Acacb,2171.00301,3286.00446,1034,2821,2301.00208,14741.9624224,2668.995178,1201,14864.953118091,2805.99925,536,495,723.99954,1169,2889.9969,546.00003,Acacb
Hps4,98,127,42,85,75,649,51,50.99998,483,92,7,15.00003,14,16,38.00003,20,Hps4
Srrd,57,79.6168,15,62.126,34,135,37,19,108,42,4,4,7,9,28,4,Srrd
Tfip11,259,291.383,74,278.874,168,1050,211,99,919,202,58,24,41,59,149,42,Tfip11
Tpst2,241,246,123,374,202,1037,208,140,764,265,75,62,114,114,177,36,Tpst2
Pitpnb,1582,1967,1469,2580.996,1982.997,3529.003,995,1337.996,2183.005,2530.002,1223,1105,1074,1177,1263,213.9997,Pitpnb
Foxn4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Foxn4
Ung,91,133,23,161,45,261,48,35,167,81,14,12,21,17,44,27,Ung
Svop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Svop
Ssh1,123,130,64,53,102,599,109,96,559,90,25,17,30,45,66,33,Ssh1
Coro1c,985,1045,388,1186,688,2558,592,406,2124,700,179,150,198,256,430,88,Coro1c
Selplg,33,32,4,47,23,257,39,13,316,22,2,1,4,5,16,1,Selplg
Tmem119,31,39,4,25,10,32,6,1,38,17,1,1,1,3,0,0,Tmem119
Iscu,1701,1820,708,2660,1310,4472,1267,678,4082,1629,302,268,373,445,1092,152,Iscu
Sart3,320,352,80,326,232,1076,196,110,810,285,53,50,42,58,184,37,Sart3
Cmklr1,248.659,246.86,71.6839,335.776,195.041,827.866,114.012,61.7827,639.8,189.162,19.2516,15.5829,24.4793,42.4307,73.9716,19,Cmklr1
Sgsm1,15,13,7,13,8,71,20,9,83,7,3,2,5,1,5,2,Sgsm1
Pou1f1,0,2,2,6,0,2,0,0,1,2,0,0,0,1,4,0,Pou1f1
Htr1f,4,5,4,4,4,3,0,1,2,5,1,4,0,6,0,0,Htr1f
Cggbp1,1654,1600,1544,2626,2668,2232,749,1453,1450,2777,1682,1702,1553,1575,1163,196,Cggbp1
C11h3orf38,701,678,596,1150,767,744,477,661,543,804,561,498,560,620,468,95,C11h3orf38
Or2j3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Or2j3
Clic2,3086,2615,2043,6255,3584,2914,1711,2294,3596,4115,1898,2011,2689,2223,2118,391,Clic2
Tmlhe,552.01028,538.039429,260.01618854,702.13343,520,790.07532181,246.05000113768,212,837.0464,507.01039,131,141,270,182.0116,269.01327144,25.999991,Tmlhe
Or2g1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Or2g1
Olr1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olr1869
Rt1-m3-1,238.808,184.54783,98.4495,307.9802,186.22771,379.943,181.372,114.7927,404.89,187.54793,86.4978,54,80.1065,126.1625,169.623,31.19326,RT1-M3-1
Or11a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Or11a4
Ubd,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Ubd
Gabbr1,638.9857,727.81633,343.98451,754.79575,742.79919,1697.2512,505.00052,400.00058,1316.71071,703.39691,323.91274,283.6611610227,362.9993,307.65444,446.00004,99.0000100477312,Gabbr1
Mog,34,42,25,57,29,27,8,21,28,20,14,12,15,21,11,0,Mog
Rt1-s3,1748.65,1087.095,554.415,1400.552,1115.012,4298.4349,1323.834,702.466,4408.6958,950.237,869.855,256.7978,553.8405,499.168,837.5,269.6692,RT1-S3
Znrd1as1,186.27429,270.49973,183.4764,427.9477,217.9139012,283.01896,93.99997,148.94553,241.95219,262.208711,169.63765,142.0350408341,138,159.38257,188.8553369,59,Znrd1as1
Polr1h,204.00002,245.99985,97.99994,315.0005,142.99996,457.99994,121,118.00001,386.99953,180,73.00001,38,71.99995,114.0001,134.99998,52.99998,Polr1h
Ppp1r11,882,923.9631,328.99988,1048.0003,617.00041,1857.0021,565.9677,326.9997,1513.9987,755,189.99989,130.00025,192.9998,238.00043,494.00045,38.99996,Ppp1r11
Rnf39,29,51.0365,24,65,22,33.99997,24.0327,12,53.00004,29,23,21,20,28,29,3,Rnf39
Trim10,10,7,3,1,3,11,1,1,2,11,0,2,0,2,5,0,Trim10
Trim40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trim40
Trim39,414.42904,565.41382,271.1394,611.26463,390.35717,702.44926,262.00051,227.5141,538.18971,425.06498,194.89528,152.12908,212.08587,254.2452,308.2813,87,Trim39
Rpp21,71.99993,120.00008,34.99998,131.00003,74.99998,399.99949,73.000024,37,352.9998,69.00001,21.00005,22.00001,23.99997,22.99997,60,21,Rpp21
Rt1-n3,399.622,407.962,127.366,500.248,286.34,739.501,308.633,191.079,708.848,289.662,131.171,65.0811,109.056,135,177.614,33.0205,RT1-N3
Ranbp2,5767,6371,6338,8771,8603,5821,3383,5863,5205,7593,5673,5529,5105,6201,4533,802,Ranbp2
Gnl1,283.00048,394.99976,88,332.0005,247.9999,1445.99778,177.0002,99.00002,1126.00142,316.9999,55,41,45,61.99998,171.9995,29.99999,Gnl1
Abcf1,2289.0001,2576.0038,896.0001,2712.9956,1592.9954,5994.999,1379.9998,853.9997,4848.9955,2024.9965,404.0001,341.0005,445.9995,671.9997,1380.0016,211,Abcf1
Man1a1,1745.00294,1780.00495,1501.99888,2350.99515,2259.99729,2641.99902,1086,1358.0003,2399.00241,2467.00369,1386.00479,1576.99558,1540.00188,1596.99784,1526.99803,252,Man1a1
Msl3l2,53,59,26,113,75,109,43,32,115,71,25,14,21,27,34,0,Msl3l2
Tbc1d32,72,90,58,101,84,110,36,43,72,67,35,37,49,46,66,14,Tbc1d32
Mrps18b,1546.97927,1690.62444,774.02684,2154.92787,1245.37331,3127.3524,985.89183,790.69013,2794.0726,1475.043,400.48989,394.44488,590.52591,641.45384,962.74404,147.28254,Mrps18b
Gja1,15429.3,15948.5,12331.6,22561.1,18977.4,24121.1,8873,10950.6,15835.3,15692.7,9030.88,10220.3,8942.5,7488.17,7939.4,1935.44,Gja1
Hsf2,878,822,779,1168,1154,905,469,973,839,1254,864,998,891,1081,858,136,Hsf2
Atat1,191.99991023,180.000116546091,82.000037,200.9999972,139.99996,409.9994695,95.999964,93.9999797707791,315.9995256,149.00001,35.99999,33.00004,48,57.99993,85.99995167,10,Atat1
Pkib,8.05675,8.2036,8.04144,14.0597,19.3631,21.7563,7.0928,4.006,17.0604101815,24.2892,9,13,8.04572,15.0787,6.09694,3,Pkib
Fabp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fabp7
Smpdl3a,1346,1309,1056,1965,1723,1572,893,1171,1726,1931,1279,1413,1429,1663,1744,282,Smpdl3a
Ppp1r18,79.00001,120.3791,34.99998,120.5966,55.99994,169,66.00001,42.00008,141.3674,112,10,9,19.17237,8,44,13,Ppp1r18
Gcc2,910,870,835,1145,1383,1044,490,743,965,1073,801,778,798,867,661,118,Gcc2
Dse,523.9996,490.9998,300.0005,716.0002,530.0004,698,342.9998,330.0005,671,593,378,294,296,287,350.9999,77,Dse
Calhm5,514,494,308,764,543,596,233,270,225,298,188,235,226,152,171,17,Calhm5
Flot1,636.9996,761.0003,171,675.0008,399.00041,3116,509.0004,207.999560215707,2737.0028,574.99982,71.00008,58.9999905,95.000032228,144.99989,362.99954,66.000020530724,Flot1
Ier3,205,253.00022,116,342.99992,188,606.9995,117,168,429.0003,270.99961,82,53,56,89,154.00048,41,Ier3
Gtf2h4,65,131.0001,24.000001208,100,63,327.9998,32.99998,35.99998,215.0002,62.00005,14,11,12.999978,18.9999573,39.99999,1,Gtf2h4
Vars2,175.0413,215.0174,40,179.0127,129,1018.017,166,59,967.024,157.0003,20,20,24.00002,38.00839,101,19.99998,Vars2
Lta,4,0,0,1,0,4,0,0,2,1,0,1,1,0,1,0,Lta
Nfkbil1,20.00004,26.99999,5,26.00002,14.99997,157.05251,20.00003,3,116.99986,13.99999,0,3,3,6,8,1,Nfkbil1
Atp6v1g2,103.99997,181,57,114.0001,78.99999,458.94721,86,49,227.99976,109,54.00005,35,57,38,74,15,Atp6v1g2
Ddx39b,3324.5,3870.52,1198.066,3374.64038778,2795.1140506067,10737.00128,2414.919,1451.754,8338.02946,2920.018,699.5014,468.338076,801.659439,1041.92,2210.759,445.554,Ddx39b
Ddah2,216.00046,258.2646,58.0736000815009,331.00009,203.9995,2106.0008,217.999900364281,136.99998,1729.9959,208.7344,54,35,68,62.8379,156.3598,18,Ddah2
Ly6g5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ly6g5c
Csnk2b,1022.99996,1221.99508,411.999926725,1322.00011,768.99998,3998.4014405,811,499.99965,3047.99804,923.999689699,195.00039,127.00001,260.99968,362.00025,574.99997,124,Csnk2b
Gpank1,147,163.0004,40.00004,141,65.00001,601,88,49.00003,561,139.00045,29.00004,11,25.99995,37,94.00005,9,Gpank1
Apom,9,7,6,9,3,23.00005,1,3.000000329358,10,5,0,1,2,0,5,0,Apom
Bag6,1086.9999,1317.9995,338,1022.0002,787.9996,6684,794,437.0004,5551.003,993.9997,150,125,157.9998,228.0002,675,149,Bag6
Prrc2a,856,1136.00061,197.0001,712.99984,688,9638.0014,876,289,8439.00015,746,63,58,99,133.000000136549,455.9999,98,Prrc2a
Aif1,485.0002,458.9997,300.00033,1099.9986,368.99984,565.99955,351.00011,253.0001,581.9997,409.00035,210.00035,108.99982,243.99996,211.0001,296.00019,37,Aif1
Ncr3,5,2,0,0,1,16,0,0,32,0,0,0,0,1,5,1,Ncr3
Lst1,11,9,3,16,2,44,3,6,36.99997,7,6,0,0,3,6,2,Lst1
Msh5,7,3,2,10,1,14,0,2,2,0,0,0,0,1,3,4,Msh5
Sapcd1,179,179,79.00003,293,182,422.9995,119,111,372,177,36,23,24,41,71,17,Sapcd1
Vwa7,252,363,62,167,184,2510,199,94,2393,210,15,14,25,48,75,23,Vwa7
Zic3,9.0512,10.0975,4,7.10978,10,10.0639,6,4.09644,9.03496,10.0901,7.06896,7,2,4.07811,3,1.05375,Zic3
Rbmx,871,1081,639,1132,1103.62,1586.62,538,678,1040.58,1127,412,381,448,539,626,114,Rbmx
Vars1,412.00042377,475.99963309,115,424.9999543,337.00045871,2647.00349705,380.000143,154.000500527223,2315.9957784895,321.9997405,44,33.999991,78.9999655,83.0000256,239.9995877,54.0000044,Vars1
Arhgef6,1684,1645,1190,1910,1623,1592,888,1016,1240,1499,664,632,792,1044,826,151,Arhgef6
Cd40lg,9.00137,13.001,7.00083,22.001,22.0058,12,1.00011,11,20.0008,24,13,13.0046,11,8,6.00123,0,Cd40lg
Brs3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brs3
Fhl1,10237.0050000354,10356.0090603586,5176,13363.003,10615.989,12873.9946,4979.9983,5193.001,10440.996,10003.9960016297,3712.9979,3375.9963,4410.0046,6126.0022,5817.005967,1042.00030022182,Fhl1
Slc44a4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Slc44a4
Slc9a6,781.557,775,676,1166,1073.29,1155.8,468,601,1009.11,1051,604.274,533,595,701,703,151,Slc9a6
Auts2,64,144,33,51,37,513,54,15,272,21,2,2,4,11,9,10,Auts2
Caln1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caln1
Sbds,1185,1369,704,1752,1012,2138,696,687,2231,1357,409,362,501,603,874,92,Sbds
Ralbp1l1,9.59361,6.76504,13.141,7.4177,23.7682,15.12456,1.00667884,8.98129,6.21773,8.09439,6.00672,4.19185,12.9268,6.11062,8.923,0,Ralbp1l1
Zfp958l1,1074.4,1272.41,1134.42,1571.24,1411.84,946.552,687.694,1031.58,868.453,1346.87,715.749,756.151,861.277,767.078,800.25,168.682,Zfp958l1
Tmem248,598.9997,693,213,736,437.99951,1534.0033,357.9996,244,931.99976,553.9995,109,93,126.99994,184,375.00025,46,Tmem248
Fry,2729.0033,3189.0038,1655.00007,2739.0027,2877.9973,8014.997,1632.00304,1748.0008,8123.997,3859.0014,1078,971.99984,1236.99899,1545.00138,2536.0039,415,Fry
Rabgef1,347,337,195,493,338,538,227,228,471,315,177,123,185,216,236,45,Rabgef1
Rxfp2,2,2,5,5,4,10,0,5,6,5,1,1,0,3,6,0,Rxfp2
Tpst1,396.9997,464,152,454.99959,370,713,284.9997,197.99998,501,385.0002,149.00015,124.00013,160.00004,209.0001,225.00044,27.00002,Tpst1
Crcp,326,354.00004,132,496,241,690,174.99966,150.99973,689.0003,288,89,80,88,157.999759,233.99957,49,Crcp
Hsph1,2246,2460,1291,3229,1795,2403,1204,1090,1927,1957,511,491,656,896,728,201,Hsph1
Asl,87,112,13,117,45,528,100,31,328,76,11,6,15,36,64,6,Asl
Wdr95,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,Wdr95
Tex26,20,25,17,19,12,19,22,19,15,13,10,5,16,13,14,1,Tex26
Medag,1425,1222,797,1716,1138,1210,686,734,918,790,819,650,679,558,512,97,Medag
Alox5ap,131,132,41,182,79,282,122,40,287,105,61,29,49,56,73,4,Alox5ap
Uspl1,402.0002,464,273.9999,570.0001,422,867,356,278.0002,688,486,189.0003,152.9996,166.0001,248,285.0003,40,Uspl1
Gusb,260,267.0078,105.02617,377.99994,225,538.0485,143.06351,140,502.00002,219.01611,64,32,83,102,186,44,Gusb
Nupr2,1,0,1,0,1,30,0,0,29,0,0,0,0,0,2,0,Nupr2
Zbed5,192.043,214.491,48.1557,190.264,105.225,1264.84,153.892,56.8449,1327.07,150.013,26.8911,11.4615,33.7966,50.2494,117.007,7.83802,Zbed5
Phkg1,170,257,63,171,128,540,93,76,311,169,24,18,27,81,126,27,Phkg1
Ubl3,1325,1301,813,1740,1344,2910,701,787,2325,1719,677,600,665,717,892,138,Ubl3
Sumf2,271.00029,307,132.00041,366,169,570.9998,127,140,452.99983,274.9998,88,86.99998,65,125.00013,184,29.99998,Sumf2
Cct6a,2547.99635,2841.9998,1754.0048,4098.00034,2533,3054.9964,1384,1753.0044,2385.99542,2790.0043,1154.996,1244.002,1201.996,1510.00324,1578.99824,264.9998,Cct6a
Slc7a1,380.96,326,157,481,163,683.9997,132.671,156,477.0002,224,80,52,67,102,114,39,Slc7a1
Psph,75,88,34,92,70,203.0003,40.00002,51,203.99975,58,40.00004,10,31,30,68,19.00004,Psph
Mrps17,742.9997,789.0001,496.9997,1168.0048,620.0003,1500.9981,418,506.00004,1085.9997,768.99999,281.00007,281.00045,365.99985,438.00038,484.00044,97,Mrps17
Sfswap,556.00003,669.00014,352,772.99917,558.00006,1506.9996,441,371.00032,1232.0009,573.000166401,215,181.00004,227.00006,315.99995,401.00002,65.00004,Sfswap
Piwil1,31.9442,35.3756,21.2315,23.5001,30.823,58.1239,27.1744,15.2811,44.2335,26.9139,11.0762,4.13549,14.096,28.1929,24.4981,3.02551,Piwil1
Stx2,423,358.9999,160.0003,453.9996,351.9997,1069.9996,272.0003,156,825,375.0005,73.00001,69,110,124.9995,239,86,Stx2
Slc46a3,233,282,143,298,224,409,169,114,427,277,76,76,86,115,192,43,Slc46a3
Ran,2333.98,2379.97,1448,3496.99,2185.97,3925.95,1538.98,1760.91,3330,2175.97,1136.99,1187,1328.99,1484.97,1331.99,189,Ran
Flt1,3586,3628,1904,4133,3455,5482,2311,1993,5868,3543,1445,1211,1346,2038,2326,433,Flt1
Pan3,596,626,468,622,766,795,418,456,757,693,373,257,383,477,491,103,Pan3
Gsx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gsx1
Polr1d,268,299,129,423,251,701,218,144,507,259,95,70,83,145,168,23,Polr1d
Lnx2,163.174,206.17,129.255,266.428,254.057,550.748,117.048,120,506.174,181.518,81,99,117.356,97.093,124,31.0572,Lnx2
Rasl11a,45.2138,53.075,33.6416,69.84261,69.6815,126.549,13.4621,57.4046,67.7408,58.1633,53.8011,34.207,40.6771,27.331,33.048,10.387,Rasl11a
Rpl21,8665.17,9056.6,3603.84,11844.6,6436.27,11843.7,4663.52,3943.02,11488.1,7839.38,2127.14,1704.05,2524.09,3673.91,6355.11,1120.45,Rpl21
Glt1d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Glt1d1
Slc15a4,257,278,96,248,219,486,168,88,383,230,45,39,64,96,134,39,Slc15a4
Tmem132c,0,1,0,0,1,23,4,0,11,1,0,0,0,0,1,0,Tmem132c
Frg1l1,0,0,0,0,0,0,0,0,0,0,35.5752,1.6303,32.9224,0,0,0,Frg1l1
Aacs,25,30,14,36,15,156,18,7,127,17,9,4,5,4,20,0,Aacs
Rnf6,1017.24,1201.66,682.23,1384.94,1064.26,2173.907,711.047,842.6,1805.214,1148.32,471.355,481.251,451.559,615.471,626.693,103.008,Rnf6
Cyp3a18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cyp3a18
Saxo5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Saxo5
Zfp358,84,99,12,79,69,582,71,19,524,61,9,3,10,19,65,11,Zfp358
Mcoln1,182,209,67,204,177,638,102,91,537,200,47,29,73,64,153,9,Mcoln1
Pnpla6,76.99996794,92,17.9999813,73.00000247,53.99995605,527,62.0000333,26.00003313,419.0005,83.00004057,7.000004,6.99999767,16.00000398,19.00000738,53.999975156,5.00000142,Pnpla6
Scarb1,160.00054,164.0002,35,169.9997,97.9999605928,566.0003,103,39,529,146,17,12.99998,29.0000247,31.00004,72,26,Scarb1
Zfp394,164.041,181,82,278.156,169.063,309.079,192.073,109,318.051,180,73,55,65,96.1441,129,32,Zfp394
Cpsf4,179.79749,232.965,70,254.9997,157.03,866.9874,159,57.4567,799.9834,167.9999,42,38,45.00003,58.99997,121.895,4.15892,Cpsf4
Camsap3,0,0,0,1,0,6,0,2,6,0,0,0,1,2,0,0,Camsap3
Ptcd1,275.4494,312.5907,119.9282,259.8479,183.731,971.12028,202.525,107.511,775.8004,262.9115,64.4989,53.670301749,60.8648,79.6085,138.4556,25.090557279,Ptcd1
Xab2,136,141,37,139,93,947,139,28,860,108,7,7,25,23,96,16,Xab2
Bud31,1509.5484,1656.4059,857.07246,2522.1562,1234.2689,2049.88264,843.4746,1003.4891,1835.1999,1527.09215,790.50086,745.3291,912.13547,1183.39134,1648.54168,266.9092,Bud31
Pdap1,1165.00407,1350.99563,514.9998,1542.00456,867.99982,2480.99781,781,546,2119.99745,1097.99974,284,222,345,449.99991,769.00016,137,Pdap1
Arpc1b,777,792,405,1089,682,3843,662,470,2674,641,312,361,288,328,366,104,Arpc1b
Pcp2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pcp2
Stxbp2,34,27,16,22,23,109,29,14,159,26,3,2,12,9,21,0,Stxbp2
Arpc1a,978,1140,373,1306,731,2915,674,395,2792,847,186,175,240,325,565,81,Arpc1a
Smurf1,689.0004,747.0004,329.00021,674,646.0003,1966.0027,441.0003,394.000298,1495.998,678,184.000301588,172.999653723,235.00006,308.00029305071,508.9999,128.000000223986,Smurf1
Retn,1,5,1,8,3,1,0,0,17,2,0,1,0,2,0,0,Retn
Trappc5,310,351,144,377,223,825,151,149,701,251,63,72,65,120,156,38,Trappc5
Ncor2,217.9998,256.038,42,156.0086,184.0004,2599.128,272.0001,84,2556.295,194.0002,27,17,25,49,108.046,36,Ncor2
Fcer2,522,660,245,533,253,684,259,259,364,448,29,36,80,41,51,18,Fcer2
Nptx2,4,4,2,0,0,3.000002,0,0,1,1,1,0,0,0,0,0,Nptx2
Baiap2l1,265.0001,221.0001,182.00049926,295.9999,303.0004,520.99976,179,185,490.9997,351.9997,152,187.0004,166,210,235.99972,34.0000188832,Baiap2l1
Bri3,316.00016,416.99987,127.99978,406.0005,292.99998,1903.00247,292.99966,223.999576,1402.99605,345.00036,76,85.999998,96,111.99959,226.0004,42,Bri3
Tecpr1,396.99974,431.99967,115,408.99982,311,1954.00172,276,169.00027,1353.0026,295,72.00005,68.99995,65.00004,95.99998,203.99966,39.999964,Tecpr1
Cd209d,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,Cd209d
Cd209fl1,1,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Cd209fl1
Tsc22d1,6063.999,6560.999,5349.997,12557.049,6061.996,8603,3516.999,4559.004,7909,7151.997,3801.002,3231.999,3676.003,4297,4249.996,620,Tsc22d1
Ocm,0,0,0,0,2,2,0,4,3,0,0,0,1,0,0,0,Ocm
Ccz1,1215.00065,1242.00344,897.00034,2182.00161005082,1350.99976,1493.00463,613.99967,1002.99937,1307.00023196564,1483.00382,684.00032,613.00032,777.00005,843.0008,950.99987,213.00048,Ccz1
Nufip1,369,394,239,535,356,411,275,220,343,325,217,221,211,188,267,23,Nufip1
Evi5l,278.00033,377.99997,68,261.9996,180.00021,1114,213.0003,111.00002,978.0004,221.0003,30.99997,26.00005,38,60,151.9999,23,Evi5l
Gtf2h3,206,239,88,270,188,470,145,84,422,244,50,33,81,72,110,32,Gtf2h3
Rsph10b,141.44471,148.04083,71.93769,202.693,109.51717,213.33682,64.191,89.0231,176.29131,140.88483,38.54041,26.7056,70.17213,65.8094,87.2204,13.961,Rsph10b
